"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Unit;Portion
500719429242;;O-8;;Овощи;"Картофель Ред скарлет";"Красный картофель сорта Ред Скарлет выращен в Краснодарском крае и богат полезными<span class=""product-card__info-intro-hidden""> веществами: витаминами А, С, Е и группы В, а также железом, калием, фосфором и магнием. Красный фермерский картофель можно варить, жарить, запекать, использовать для приготовления пюре и салатов. Этот картофель отличается не только ярким цветом, но и приятным вкусом с легкой сладостью. Подайте отварной Ред Скарлет с ароматной зеленью и тонким ломтиком сливочного масла – вкус блюда точно понравится всей семье!<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 2 г., жиры - 0,5 г., углеводы - 16,5 г.; на 100 г. <strong>Энергетическая ценность:</strong> 77,3 кКал / 323.4 кДж <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °C. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Краснодарский край, Крымский район, станица Киевская. <a href=""https://esh-derevenskoe.ru/boris-spivakov""> </a>";https://static.tildacdn.com/stor3766-3264-4565-b063-633434653031/62115330.jpg;190.00;10;;;;aAGg5fANt8VKeHMbrt47;;0;0;0;0;KGM;1
105952588902;;O-9;;Овощи;"Огурцы корнишоны";"Огурчики корнишоны хрустящие, с тонкой пупырчатой кожицей, совсем не горчат. Размер плодов<span class=""product-card__info-intro-hidden""> от 7 до 12 сантиметров. Огурцы выращены без применения минеральных удобрений и пестицидов.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 0,1 г., жиры - 0,1 г., углеводы - 2,8 г.; на 100 г. <strong>Энергетическая ценность:</strong> 62.7 кДж / 14,99 кКал <strong>Срок годности:</strong> 4 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Россия. Поставщик продукта";https://static.tildacdn.com/stor3236-6264-4234-b532-373237316465/53959620.jpg;369.00;10;;;;RO9IauY8uBk2tUDYCeFS;;0;0;0;0;KGM;1
877837798332;;O-10;;Овощи;"Лук репчатый новый урожай";"Свежий лук нового урожая из Краснодарского края придаст ароматности и пикантности любым<span class=""product-card__info-intro-hidden""> вашим блюдам. Сочный репчатый лук идеально подходит для закусок, летних салатов и сэндвичей. А еще лук является отличным источником витамина C – мощного антиоксиданта, который способствует укреплению иммунной системы.<br /><br /></span>";"<strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения, берегите от солнечного света. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 1,4 г., жиры - 0 г., углеводы - 10,4 г.; на 100 г <strong>Энергетическая ценность:</strong> 47 кКал / 196,6 кДж <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С <strong>Упаковка:</strong> крафтовый пакет. <a href=""https://esh-derevenskoe.ru/boris-spivakov""> </a>";https://static.tildacdn.com/stor3263-6330-4162-b663-646566613661/76359860.jpg;145.00;10;;;;iksyv1t2VPEY450EFc3M;;0;0;0;0;KGM;1
111469696122;;F-1;;Фрукты;"Яблоки ""Гала""";"Яблоки нового урожая из солнечного Краснодарского края. Сочные яблоки сорта ""Гала""<span class=""product-card__info-intro-hidden""> отличаются яркой желтой кожурой с красными бочками и приятной желтоватой мякотью. По вкусу эти яблоки в меру сладкие, с выраженной кислинкой и запоминающимся карамельным ароматом. Каждое яблоко проходит отбор и сортируется вручную.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Сорт не имеет определенного размера плода. Допускается как небольшие, так и крупные размеры. <strong>Пищевая ценность:</strong> белки - 0,4 г., жиры - 0 г., углеводы - 14 г.; на 100 г. <strong>Энергетическая ценность:</strong> 53.7 кдж / 12,84 ккал <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Краснодарский край, Крымский район. <a href=""https://esh-derevenskoe.ru/elena-ponamareva""> </a>";https://static.tildacdn.com/stor3031-3931-4133-b762-323365333135/13794149.jpg;163.00;10;;;;ydKSRTkYAulhaTLzhspa;;0;0;0;0;KGM;1
610386706642;;G-1;;Грибы;"Грибы лисички";"Эти хрупкие и очень вкусные грибочки отлично подойдут для добавления в рагу, ризотто или<span class=""product-card__info-intro-hidden""> пасту. Лисички богаты полезными микроэлементами — витаминами B1, B6, D, калием, кальцием и фосфором, а также высококачественным растительным белком и клетчаткой.<br /><br /></span>";"<strong>Пищевая ценность:</strong> белки - 1,5 г., жиры - 1,1 г., углеводы - 1 г.; на 100 г. <strong>Энергетическая ценность:</strong> 19 ккал / 79,55 кДж. <strong>Срок годности:</strong> 5 суток. <strong>Условия хранения:</strong> при температуре от 0 до +6 °С.";https://static.tildacdn.com/stor6631-3064-4632-a136-336139373130/58174521.jpg;849.00;10;;;;m217evknZSfTjJOVHZtr;;0;0;0;0;KGM;1
226167319642;;Z-5;;Зелень;Брокколи;"Свежая капуста брокколи урожая этого года обладает насыщенным вкусом и ярким ароматом. Ее<span class=""product-card__info-intro-hidden""> можно использовать в качестве ингредиента для приготовления супов, салатов, гарниров и соусов.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> Овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Не забывайте мыть продукты перед употреблением. <strong>Пищевая ценность:</strong> белки - 3 г., жиры - 0,4 г., углеводы - 5,2 г.; на 100 г. <strong>Энергетическая ценность:</strong> 27,99 ккал / 117,1 кДж. <strong>Срок годности:</strong> 4 суток. <strong>Условия хранения:</strong> при температуре от 0 до +6 °С. <strong>Упаковка:</strong> пакет. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3363-3662-4538-b561-396432666639/62409621.jpg;730.00;5;;;;7F0n8hNInEDeNafeB0FJ;;0;0;0;0;KGM;1
383100110822;;O-11;;Овощи;"Помидоры ""Мадрид""";"Удивительно эффектные помидоры ""Мадрид"" прекрасно подходят для приготовления свежих салатов,<span class=""product-card__info-intro-hidden""> а их желто-оранжевый цвет будет ярко выделяться на любом столе. Мякоть томатов, мясистая, со сладковатым вкусом, богата витаминами группы В и С, кальцием, натрием и магнием. В свежем виде эти диетические помидоры полезны для сердечно-сосудистой системы, почек и иммунитета.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 1,1 г., жиры - 0,2 г., углеводы - 3,7 г.; на 100 г. <strong>Энергетическая ценность:</strong> 20 ккал / 84 кДж. <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> пластиковый контейнер. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor6635-6130-4136-a635-303133656463/92529741.jpg;720.00;10;;;;SRl4mL7gunm7ehk72IUH;;0;0;0;0;KGM;1
974295291692;;Z-6;;Зелень;Мангольд;"По своей природе мангольд – это листовая свекла. По вкусу это растение с разноцветными<span class=""product-card__info-intro-hidden""> стебельками напоминает одновременно молодую свеклу и шпинат. Мангольд содержит витамины А, С, Е, К, а также железо, кальций, калий и магний. Его употребление положительно влияет на качество зрения, способствует укреплению костей и зубов, а также поддерживает иммунную систему. Сочные листья мангольда подходят для приготовления зеленых салатов, стебли же можно использовать для запекания. Мангольд также прекрасно сочетается с салатной зеленью, овощами и молодыми мягкими сырами.<br /><br /></span>";"<strong>Важно:</strong> пожалуйста, не забывайте мыть продукты перед употреблением. Зелень не обработана химическими средствами, поэтому требовательна к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 0,9 г., жиры - 0,1 г., углеводы - 1,8 г.; на 100 г. <strong>Энергетическая ценность:</strong> 14,1 ккал / 58,8 кДж <strong>Срок годности:</strong> 4 суток. <strong>Условия хранения:</strong> при температуре от +3 до +5 °С. <strong>Упаковка:</strong> дыщащий пакет.";https://static.tildacdn.com/stor3831-6438-4261-a366-353533393333/45341508.jpg;380.00;5;;;;U1g2inCDeprE1jg18BnH;;0;0;0;0;KGM;1
479898059992;;O-12;;Овощи;"Перец красный";"Ароматный и сочный перец украсит собой любое блюдо на вашем столе. Отметим, что выращены<span class=""product-card__info-intro-hidden""> перцы без применения агрохимии.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 1,3 г., жиры - 0 г., углеводы - 5,3 г.; на 100 г. <strong>Энергетическая ценность:</strong> 113 кДж. / 27,01 ккал <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С.";https://static.tildacdn.com/stor3264-3438-4236-b939-323032363139/30088410.jpg;505.00;10;;;;1tiPhejlEXdhD19GUUeO;;0;0;0;0;KGM;1
685633064382;;Z-7;;Зелень;Кинза;"Пряная кинза отлично сочетается с блюдами из мяса, супами и салатами, а еще она просто<span class=""product-card__info-intro-hidden""> незаменима в кавказкой кухне. Зелень богата клетчаткой, эфирными маслами, антиоксидантами, калием, железом, а также витаминами А, С, К и группы В. Яркий аромат и приятный, чуть терпкий вкус кинзы гармонично дополнят ваши любимые продукты.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> не забывайте мыть продукты перед употреблением. Зелень не обработана химическими средствами, поэтому требовательна к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 2 г., жиры - 0,5 г., углеводы - 4 г.; на 100 г. <strong>Энергетическая ценность:</strong> 46 ккал / 192,5 кДж <strong>Срок годности:</strong> 2 суток. <strong>Условия хранения:</strong> при температуре от 2 до +6 °С. <strong>Упаковка:</strong> дышащий пакет. <strong>Место происхождения:</strong> Россия.";https://static.tildacdn.com/stor3262-3862-4163-a561-616333383636/34682098.jpg;890.00;5;;;;TNSBMeFLjfjA3xgtulcz;;0;0;0;0;KGM;1
835895414392;;Ya-1;;"Ягоды;Фрукты";"Клубника Крымская";"Клубника славится не только своим неповторимым сладким вкусом, но и полезными свойствами.<span class=""product-card__info-intro-hidden""> Ягода богата витамином С, фолиевой кислотой, калием и магнием. Эти вещества помогают укрепить иммунную систему и снижают риск развития сердечно-сосудистых заболеваний. Крупная спелая клубника идеально подойдет в качестве свежего десерта, она оживит утреннюю овсянку, дополнит фруктовый салат, станет превосходной основой для питательного смузи.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. Рекомендуется использовать озонаторы для продуктов питания. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 0,8 г., жиры - 0,4 г., углеводы - 7,5 г.; на 100 г. <strong>Энергетическая ценность:</strong> 40,99 кКал. / 171,5 кДж. <strong>Срок годности:</strong> 2 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> контейнер. <strong>Место происхождения:</strong> р. Крым.";https://static.tildacdn.com/stor3334-3734-4761-b963-393437396361/20459428.jpg;1400.00;9;;;;bNiTUl465y3of7gV57Nb;;0;0;0;0;KGM;1
568893662662;;Su-1;;Сухофрукты;"Изюм светлый";"Изюм — это высушенные ягоды винограда. Обладает неповторимым вкусом. Отлично подходи для<span class=""product-card__info-intro-hidden""> украшения выпечки.Изюм — один из самых полезных и пользующихся спросом видов сухофруктов. Изюм сохраняет практически все полезные свойства свежего винограда: 70-80% витаминов и 100% микроэлементов.<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> продукт может содержать следы арахиса, кунжута, различных видов орехов. <strong>Пищевая ценность:</strong> белки - 2,9 г., жиры - 0,6 г., углеводы - 66 г.; на 100 г. <strong>Энергетическая ценность:</strong> 264,94 ккал / 1108,5 кДж. <strong>Срок годности:</strong> 180 суток. <strong>Условия хранения:</strong> при температуре от +2 до +15 °С. <strong>Упаковка:</strong> дышащий пакет. <strong>Место происхождения:</strong> Россия";https://static.tildacdn.com/stor3132-6533-4164-b635-333934363132/33335062.jpg;820.00;5;;;;aBb6EfIRpheP9yZtKxgR;;0;0;0;0;KGM;1
737856103412;;O-13;;Овощи;Морковь;"Молодая морковь от Бориса Спивакова отличается сладковатым вкусом и насыщенным оранжевым<span class=""product-card__info-intro-hidden""> цветом. Высокое содержание каротина в моркови делает этот овощ незаменимым для детей, т.к. каротин способствует росту и поддержанию здоровья зрения и кожи. Такой сочной и ароматной морковкой точно захочется похрустеть!<br /><br /></span>";"<strong>Цена:</strong> товар весовой, конечная стоимость будет рассчитана в соответствии с его весом. <strong>Важно:</strong> овощ не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Качество:</strong> 1-го сорта, плоды с дефектом не более 10% по Международным нормам. <strong>Пищевая ценность:</strong> белки - 1,3 г., жиры - 0,1 г., углеводы - 6,9 г.; на 100 г. <strong>Энергетическая ценность:</strong> 31,98 ккал /133,8 кДж <strong>Срок годности:</strong> 14 суток. <strong>Условия хранения:</strong> при температуре от 2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет. <strong>Место происхождения:</strong> Краснодарский край, Крымский район, станица Киевская. <a href=""https://esh-derevenskoe.ru/boris-spivakov""> </a>";https://static.tildacdn.com/stor3036-6233-4539-a135-653936663739/76864310.jpg;170.00;10;;;;o3Gn2pRO8Sm75XrIVyrU;;0;0;0;0;KGM;1
280213670592;;F-3;;Фрукты;"Авокадо Хасс";"Как определить спелости авокадо. Твердый авокадо: если авокадо не поддается мягкому<span class=""product-card__info-intro-hidden""> давлению, он считается еще «твердым» и созреет через несколько дней. Храните такие авокадо при комнатной температуре. Почти созревший авокадо: такой авокадо будет более мягким на ощупь, но почти не поддастся усиленному давлению. Этот фрукт будет дозревать еще 1-2 дня при комнатной температуре рядом с яблоком или бананами. Созревший авокадо: если авокадо поддается усиленному давлению, а вмятина после нажатия быстро восстанавливается, значит, фрукт созрел и готов к употреблению. На ощупь он будет слегка мягким.<br /><br /></span>";"<strong>Важно:</strong> немного недозрелое авокадо рекомендуем хранить в темном и теплом месте для более быстрого дозревания. Фрукт не обработан химическими средствами, поэтому требователен к хранению. Пожалуйста, соблюдайте сроки годности и условия хранения. <strong>Пищевая ценность:</strong> белки - 2 г, жиры - 15 г, углеводы - 2 г; на 100 г. <strong>Энергетическая ценность:</strong> 159,9 ккал / 669 кДж. <strong>Срок годности:</strong> 7 суток. <strong>Условия хранения:</strong> при температуре от +2 до +6 °С. <strong>Упаковка:</strong> крафтовый пакет.";https://static.tildacdn.com/stor3438-6262-4664-b736-303035336435/20732598.jpg;850.00;10;;;;r52lS87F51DekFi16M4y;;0;0;0;0;KGM;1
